Column1,Column2,Column3,Column4
1669970340,熱血兼職醫,各位前輩大家好，請問有南部的兼診資訊可以了解嗎？謝謝??,F
1669970700,群主David1688,之前有人 登高雄醫美   我幫你看看。另外 11/19 5000 人群有個貼文誠徵 醫師高雄市南區耳鼻喉科診所誠徵耳鼻喉專科，小兒科專科，家醫科專科醫師一週6-9節(看多看少，彈性皆可）薪資優，專任醫師多位醫師看診，兼顧家庭以及生活品質，出國排休方便。歡迎有興趣長期合作的醫師洽詢。歡迎親洽劉醫師0930633325（可先簡訊，看診時不方便接手機),T
1669970760,熱血兼職醫,謝謝各位前輩，我再來研究跟找尋！謝謝幫忙,F
1669971300,群主David1688,另外 自薦 有個格式 可以參考 或許可以加速媒合(自薦參考格式 在記事本)地區/兼任/一般科 或xx科/醫師找兼職兼診: 陳醫師#簡歷/證照: PGY結訓，GAP year 或是 家醫科專科，糖尿病共照網資格(或其他戒菸、長照 某某醫學會會員等等)。或執登於家醫科、一般科 等等。#可兼職地區:  高雄市、#可兼職時段:周一周二上午 週五晚上聯絡方式: LINE 或是 email 電話等等如果低調害羞，就申請一個 gmail  提供聯絡#其他自介/補充/經驗/希望待遇(參考格式，再自行修改，等等),F
1669971360,群主David1688,搜尋  台南  結果(請善用搜尋)誠徵   報備支援「醫師」地點:  台南市安南區診所科別：耳鼻喉科 兒科家醫科支援時段：每週固定2診。意者請洽：0928338178或line: yoyo零928338178,T
1669972260,熱血兼職醫,謝謝幫忙,F
1669986120,社群副管理員,板橋/專任/耳鼻喉科[誠徵?耳鼻喉科專任醫師新北板橋耳鼻喉科診所近江子翠捷運站每週約6到8診歡迎長期合作的醫師0935192546李醫師(pm1-4)。其他時間或無法接聽請留簡訊 謝謝(轉自 實名制群 by 李醫師),T
1669990140,群主David1688,台北/專任兼任/內科台北診所，徵專或兼任內科醫師，待優！請電0930880758 王醫師。(轉自 桃園群),T
1670109060,群主David1688,台中市西區/兼任/家醫小兒內專誠徵長期兼任醫師科別 : 誠徵家醫科、小兒科或內科專科醫師一位地址 : 台中教育大學對面時間 : 每週二四2節夜診（或加週六下午）共2～3診（班表亦可配合您調整）薪資面議，含診費+PPF可先報備支援兼診詳情請洽 0954087827簡醫師(轉自 5000人群),T
1670155560,梅根醫師復健科,《誠徵 短期代診醫師》亦歡迎《全職醫師》宜蘭市/兼任/掛照/骨科/復健科/神內/風免醫師1/12-1/18每天一診 需掛照時薪：3000元全職薪資待優，節次可談。聯絡人：林醫師零97 二 122巴六3,T
1670156280,社群副管理員,宜蘭市/兼任專任/骨科/復健科/神內/風免醫師1/12-1/18每天一診 需掛照時薪：3000元《誠徵 短期代診醫師》亦歡迎《全職醫師》全職薪資待優，節次可談。聯絡人：林醫師零97 二 122巴六3(謝謝前輩  第一行 是這個樣子  以後會方便讓程式自動去擷取分類 做成網頁版),T
1670158140,群主David1688,宜蘭市/兼任專任/骨科/復健科/神內/風免醫師補充說明，因負責醫師出國，本件不是報備支援，需要短期執登在該院所，但無須擔任負責醫師。除短期掛照，亦可長期專任。,T
1670147640,群主David1688,周末小提醒， Line社群的背景是可以換成自己想要的， 純黑 或是 綠色比較不傷眼？或是換上自己喜歡的圖教學文連結https://bit.ly/3W6zpC3,F
1670169600,群主David1688,桃園蘆竹/專任/外骨家誠徵「 醫師 」桃園市蘆竹區診所，近南崁交流道三分鐘，交通便利.誠徵專任醫師一位外科，骨科 或 家醫科?科醫師。（需熟悉外科治療作業）每週5-9節，星期日固定休診。請洽0913070603 或03-2129955 孫醫師e-mail : drsunwei@yahoo.com.tw(轉自 桃園群 by 孫醫師 再次刊登 徵求中),T
1670173260,群主David1688,桃園/專任/眼科徵?醫師?眼科地點：桃園眼科連鎖診所聯絡電話：0908738058聯絡人：朱醫師薪資：面議*本診所?全眼科診所，有各式眼科雷射，準分子雷射飛秒雷射，眼科醫師可學習飛秒及屈光，永久保障薪，超高抽成*交通方便有停車位(轉自 桃園群 by 朱醫師),T
1670269800,社群群主David,"新竹市/專任/小兒家醫耳鼻急診內科誠徵 專任/兼職醫師家醫科、兒科、ENT, 內科 急診科 皆可。近新竹市公道五交流道，交通便利。每週6~7節門診，假日輪班。薪資面議，含牌費+診費+PPF其他福利：醫師責任險亦可先報備支援兼診，彼此磨合再議。詳情請洽 0936951667 王醫師(轉自 5000 群 by 王醫師)",T
1670228340,群主David1688,台中南屯/專任/小兒家醫耳鼻喉誠徵 醫師台中市南屯區診所誠徵兒科、家醫科、耳鼻喉科專科醫師一週1-8節(主要需求:週二、週五、週日夜診)薪資優，可掛牌專任薪水:牌照費(如有掛牌)+節數費+PPF休假:農曆春節固定休除夕到初四共5天多位醫師看診，兼顧家庭以及生活品質，出國排休方便。歡迎有興趣長期合作的醫師洽詢。歡迎親洽邢醫師0975-327365(可先簡訊，看診時不方便接手機)(轉自 5000 群， by  邢醫師， 再次徵求中 ),T
1670240820,群主David1688,[照片],F
1670240820,群主David1688,轉自屏東醫師公會 會刊,F
1670199420,社群副管理員,彰化/專任/家醫小兒內科其他誠徵 「醫師」彰化縣一般科診所（國道一號交流道8分鐘），誠徵家醫科、內科、小兒科或其他科醫師診費 + 牌費+PPF多人輪班 放假彈性待優，享勞健保意者請洽 林醫師零玖壹零捌六玖玖六貳(轉自 實名制群 by 林醫師 再次刊登),T
1670343120,群主David1688,高雄鳳山/代班/骨科復健高雄/ 代診/ 骨科或復健科。誠徵 「代診醫師」：復健科 或 骨科醫師。高雄鳳山區。骨科復健科診所。需求：2023/ 01/ 30（一）夜診2023/ 02/ 03（五）夜診2023/ 02/ 04（六）早診需報備支援。意者請洽 林醫師 0912-655755(轉自 5000 群 by 胡小姐),T
1670319240,黃ER,台中大甲誠徵兼診?師需求  星期二下午  星期四夜      星期六夜  /其它時段也可談需報備友援意者請洽  黃?師0912662981/可留言或?訊,T
1670448900,jill,誠徵：正職醫師/負責人地點:：鹿港鎮、台中市太平區，近捷運站、中小學附近科別：眼科、GI、CRS、內科、或家醫科或皮膚科，薪資：牌費+診費+PPF有關薪資入股等細節可當面洽談意者請洽聯絡窗口：林921615528或lineID電話（預計2023年3月後開業）一週7~8節，prefer內科方面（兒科、GI、皮膚、內科、家醫科），至少三年以上門診經驗、可獨當一面者。有關薪資、入股等細節當面洽談。,T
1670402160,tomi,轉po「急」誠徵職業醫學專科醫師掛照高屏地區醫院掛牌費：優聯絡： 0963309077 或吳小姐 0902217168,T
1670374560,善心,誠徵 專任/兼職醫師新北市診所：家醫科、兒科、內科 、急診科 皆可。近國道一汐止交流道，交通便利。每週6~9節門診，時段任選。高薪面議，含牌費+診費+PPF亦可先報備支援兼診，彼此磨合再議。詳情請洽 0928-274-505,T
1670532600,社群副管理員,台東/專任/小兒家醫內科?誠徵「專任醫師」台東市區診所誠徵內科、兒科或家醫科醫師每週6-8節，診所業績穩定，待優，有推薦的人選請洽 0933692908(轉自 實名制群 by 尤醫師),T
1670505000,小貓醫師,需求：勞工健康保護醫師 臨場服務1名地點：新竹科學園區服務次數：1 年 12 次，每次2小時，薪資：可議，車馬費另計聯絡方式: 劉小姐 0968-395-135註：需職安署報備,T
1670616000,HK,"醫師:1.誠徵內科、外科、家醫科、肝膽腸胃科醫師，3節、6節、9節，時段任選。薪資佳(面洽)，掛牌專任，有各種PPF，無上限。農曆春節休5天，由除夕到年初四。特點：可兼顧家庭及生活品質，多位醫師看診，出國排休方便。2.在七堵火車站附近,往返台北20分鐘。3.歡迎長期合作醫師。 4.聯絡人 : 陳小姐  0933920870",T
1670582220,傑夫,週6診25真香??,F
1670582400,minstreller,新手 想請教 兒科 在中部地區 8診+牌照行情區間大約在多少？ ??,F
1670582880,普普風,兒科5/4吧 中部很低??,F
1670584140,666,兒科要去北區呀,F
1670584200,666,桃竹苗薪水高,F
1670584260,心內V,"心臟內科醫師找工作,有合適機會嗎？",F
1670584380,小貓醫師,@心內V 我們這邊有、我診所已經有一位心臟內科醫師、我們有另外一間聯合診所、請問怎麼聯絡！？我的手機0-9-7-5-3-7-6-3-7-9,F
1670584440,群主David1688,建議用自薦格式 標明地區更容易媒合成功。自薦參考格式地區/兼任/一般科 或xx科/醫師找兼職兼診: 陳醫師#簡歷/證照: PGY結訓，GAP year 或是 家醫科專科，糖尿病共照網資格(或其他戒菸、長照 某某醫學會會員等等)。或執登於家醫科、一般科 等等。#可兼職地區:  高雄市、#可兼職時段:周一周二上午 週五晚上聯絡方式: LINE 或是 email 電話等等如果低調害羞，就申請一個 gmail  提供聯絡#其他自介/補充/經驗/希望待遇(參考格式，再自行修改，等等),F
1670584740,大甲東醫霸,[貼圖],F
1670584860,心內V,"心臟內科醫師找工作,有心專,介入專,電生理專,無業一個多月,從前只有醫院經驗,南部（嘉義,台南,高雄)為主, 其他地也考慮, e mail  hwanglin123@gmail.com",F
1670545560,minstreller,牌只有4萬？@@,F
1670545620,普普風,牌5啊,F
1670545620,Ethan,誠徵醫師科別 : 誠徵家醫科、新陳代謝科，小兒科、一般科或內科專科醫師一位。地址 : 桃園市中壢區高?A17附近時間 : 每周6-9診薪資面議，含牌費+診費+PPF其他福利：醫師機構責任險及團體保險亦可先報備支援兼診，彼此磨合。詳情請洽 0916-746-259林醫師如上診未接電話，請先傳訊息，謝謝,T
1670545620,內科,結果PGY掛牌都不只，難道兒專價值是負的？,F
1670545680,群主David1688,聊天性質 另外有個聊天子群  在麻煩下次往那邊移動謝謝大家建議 比較聊天  日後可以往聊天區移動  您已被邀請加入「醫聊無上限醫起聊~醫師Lounge/教育學分/職缺討論/醫藥材團購、轉讓 1688 DocJob」！請點選以下連結加入社群！https://line.me/ti/g2/afOBW9YvGhmiRf1Fx5_0oK7au3tH3bZ2DBpoAg?utm_source=invitation&utm_medium=link_copy&utm_campaign=default,F
1670546100,社群副管理員,桃園區/專任/小兒耳鼻喉家醫誠徵    專職醫師科別：兒科、家醫科、耳鼻喉科地點：桃園市桃園區兒科診所薪資：執照費+鐘點費+PPF節次：可談享醫責險，病患以兒科為主，工作氣氛佳。意者請洽楊醫師0986828859未接請留言或簡訊(轉自實名制群 by 楊醫師),T
1670624160,群主David1688,彰化/專任/家醫小兒內科其他誠徵 「醫師」彰化縣一般科診所（國道一號交流道8分鐘），誠徵家醫科、內科、小兒科或其他科醫師診費 + 牌費+PPF多人輪班 放假彈性待優，享勞健保意者請洽 林醫師零玖壹零捌六玖玖六貳( 轉自 5000人群  持續徵求中),T
1670626200,Be happy everyday,請問,F
1670626200,Be happy everyday,腎臟科目前出去受僱，行情如何,F
1670627580,群主David1688,討論/聊天性質 請往子群聊天區  謝謝  ? http://bit.ly/3XCLlwN,F
1670713980,群主David1688,下面這個基層醫療群雖然是團購性質，但是有4xxx人， 過去問問 或許更多前輩可以回應http://bit.ly/3iaOWSo,F
1670668560,社群副管理員,台中南屯/假日兼任/小兒家醫耳鼻喉內科誠徵 兼任醫師台中市南屯區診所誠徵兒科、家醫科、耳鼻喉科、內科專科醫師週日早診or午診or夜診(C3取1或2或3皆可)薪水:節數費(優)+PPF休假:農曆春節固定休除夕到初四共5天歡迎有興趣長期合作的醫師洽詢。歡迎親洽邢醫師0975-327365(可先簡訊，看診時不方便接手機)(轉自 實名制群 by 邢醫師),T
1670782200,善心,誠徵 專任/兼職醫師新北市診所：家醫科、兒科、內科 、急診科 醫師皆歡迎。近國道一汐止交流道，交通便利。每週6~9節門診，時段任選。高薪面議，牌費+診費+PPF。亦可先報備支援兼診，彼此磨合再議。詳情請洽：0928-274-505,T
1670875920,群主David1688,雲林斗六/專任/耳鼻喉小兒家醫誠徵【醫師】（雲林縣斗六市）1.可長期配合，需掛牌，掛牌費另計2.耳鼻喉科專科尤佳（小兒科、家醫科可談）每週7-9節門診，節數可談，週末輪流想排假出遊，都可互相調班薪資、PPF、看診節數可面議商量聯絡方式：1.寄履歷至fornickxxx@gmail.com2. 0972752952 林小姐（LINE亦可）(轉自 5000 群),T
1670833680,心內V,"近15年以上,只在醫院上班,沒在診所工作！",F
1670833800,小貓醫師,@心內V 有興趣先到我們團隊內的診所了解工作環境？,F
1670833920,小貓醫師,0975~376379 這是我的聯絡方式 ! 我們目前已經有一位心臟科的專任醫師! 在台中市市區,F
1670834160,小貓醫師,@心內V 方便留您聯絡方式嗎？,F
1670845740,群主David1688,他好像只留 e-mail 。後續細節請私聊， ????版面比較乾淨， 謝謝大家,F
1670846100,群主David1688,(日後)如果有Line帳號、電話不方便公開，可以私訊1688客服，代轉給雙方@心內V1688醫師職缺群私訊客服Line 如下https://lin.ee/GlaQY3H ,F
1670846160,群主David1688,@心內V   社群內貼line ID 要用 符號隔開  或是數字改成國字   不然LINE系統會自行刪除,F
1670803440,心內V,"心臟內科醫師找工作,有心專,介入專,電生理專,從前只有醫院經驗,南部（嘉義,台南,高雄)為主, 其他地也考慮, e mail  hwanglin123@gmail.com; Line: hwang陸陸捌捌(改阿拉伯數字)",F
1670853540,Jeff,誠徵（醫師）台北市中山區松江南京站4號出口走路3分鐘可到1.可長期配合，需掛牌，掛牌費另計2. 內科尤佳（家醫科也可以）每週11節門診，週日休假薪資、PPF、可面議商量聯絡方式：1.0975-010-881鄒醫師,T
1670962500,群主David1688,板橋/夜診及周六兼任/家醫內科耳鼻喉科家醫科診所尋求週二晚、週四午晚、週六整日固定支援醫師(可掛牌另議)（需可報備支援）（具家醫科、內科、耳鼻喉專科佳）工作內容、薪資條件：慢性處方簽、一般成人小兒感冒、開立抽血單、針劑點滴等一般家醫診所業務診費4000~4500、慢箋、自費抽成、無管理責任無診所經驗有負責醫師可帶上手備醫師停車位，一診3小時意者請洽 0983141016 陳sir轉自5000 人群,T
1670913900,群主David1688,桃園區/專任/內科小兒家醫耳鼻喉一般科誠徵專任「醫師」桃園區內科兒科家醫ㄧ般科、耳鼻喉科。高牌照費高底薪加抽成、工作輕鬆收入保障、多位醫師排班 出國方便 PPF 、停車位，醫師輪流排休假+專業護理師協助+穩定藥局團隊合作電：請各位醫師不吝賜教0906858006或0933106946 朱小姐轉自5000人群,T
1670914140,群主David1688,新北汐止/專任、兼任或轉讓/內科小兒科等徵?醫師?，之後也可承接新北市汐止內兒科，已開業40年；病人穩定、業績好、慢箋很多誠徵服務醫師，之後如果有意願，可以承接，老闆也打算退休意者請洽0928-081-960楊醫師：若楊醫師看診中，也可找先生娘：0928-274-505轉自5000人群 by 沈理事代貼,T
1670891400,群主David1688,淡水/專任/腎臟科徵洗腎診所負責醫師（需腎專掛牌）地點：新北市淡水區工作時間：週一至週六，10-15節（夜班可上可不上，週間可休）待遇：面議（底薪+PPF)聯絡電話：0929-182-001王醫師轉自5000群 by Jeremy@Be happy everyday  打去問問，剛好有人招募中,T
1670952000,群主David1688,彰化市/專任/耳鼻喉家醫內科小兒科誠徵 「醫師」彰化市耳鼻喉科診所（近74號中彰快速道路快官交流道，距市政路約10分鐘），誠徵耳鼻喉科、家醫科、內科、小兒科或其他科醫師診費 + 牌費+PPF待優，享勞健保，備停車位及休息室意者請洽 陳醫師零玖參壹玖玖玖伍捌 參(轉自中彰群 by 陳醫師),T
1671048900,群主David1688,新竹市/專任/腎臟科洗腎診所誠徵『腎臟專科醫師』洗腎室負責醫師地點：新竹市工作時間：週一至週六待遇：面議（高底薪+PPF)待遇優、全新裝潢、環境舒適、交通便利、福利佳、附車位一週可到10節、薪資面議聯絡人：林小姐電話：0983472068轉自 5000 群,T
1671016440,群主David1688,南彰化/專任/耳鼻喉小兒家醫內科誠徵【醫師】（南彰化）1.可長期配合，需掛牌，掛牌費另計2.耳鼻喉科、小兒科、家醫科、內科專科醫師每週6-9節門診，節數可談，週末輪流想排假出遊，都可互相調班薪資、PPF、看診節數可面議商量聯絡方式：1.寄履歷至lazystone @gmail.com2. 0-9-3-6-3-2-1-2-8-9張醫師轉自5000 人群,T
1671023400,群主David1688,千年小提醒 社群內文內貼line ID 要用 符號隔開  或是數字改成國字   不然LINE系統會自行刪除,F
1671026100,群主David1688,桃園楊梅/專任/多科系南桃園誠徵專任醫師科別 : 家醫科、新陳代謝科，小兒科、GI、心臟內科、一般科或內科專科醫師。地址 : 桃園楊梅區診次 : 每周6-9診薪資面議請來電0-9-1-8-1-2-0-0-9-1(轉自桃園區) ,T
1671036360,Wang zihao,誠徵（醫師）台北市東區醫美診所1.可長期配合 雷射機器熟悉 一般肉毒 玻尿酸療程有經驗2. 薪資、PPF、可面議商量聯絡方式：1.0920-416-085王先生,T
1671039120,佑（MM),誠徵 純掛牌醫師 （急徵！）台北東區醫美診所無刀房 無手術客源穩定 微整為主牌費 7-8萬聯絡方式張小姐0931-290053,T
1671126180,Chris,招募：雙北地區企業臨場服務醫師- 職缺：正職，需職登本醫院；- 醫師證書：1. 具備醫師專科證書（專科不限）；2. 臨場服務受訓合格證書；- 服務範圍：雙北地區；- 工作時間：正常工作日，上午10-12點，下午14-16點，時間靈活；- 工作內容：協助企業執行臨場服務；- 薪資：面談，掛照費+節金；- 其他注意事項：1. 需配合醫院排班，可協商；2. 需有交通工具；3. 需配合醫院關於臨場服務的規範和要求；4. 在提前告知並被允許的情況下，可以兼職支援其他醫療機構；5.無臨場服務經驗，亦可.若有興趣，可電話聯繫徐小姐：02-2577-8660#263. ,T
1671097980,輝哥,宜蘭縣三星鄉診所，誠徵家醫科專兼任醫師。節次可談，待遇從優，團隊相處融洽。如有合夥意願，也可討論。意者請洽 0983531631林先生（若忙碌中未接來電，請簡訊留言，謝謝）。—————宜蘭縣三星鄉家醫科診所出租，共4層樓，診所設備齊全，附設電梯、放射室、檢驗室及治療床等，無需再裝潢，可直接開業使用（適合作為聯合診所）。原址旁另有新蓋大樓出租，位於市區，共5層樓，附設電梯，需自行裝潢。該診所在地開業將近30年，有固定長期病患者，可承接既有客源，不用從零開始。原有藥師、護理工作人員可協助聯繫。意者請洽 0928211262 洪先生 可留訊回覆。,T
1671103920,陽光,台北市內湖區陽光活力診所誠徵/全職/具臨場服務資格之家醫專科醫師- 正職，需職登本診所；- 條件要求：1. 具備醫師家醫專科證書；2. 臨場服務受訓合格證書訓練；-工作內容：每周可至6診次(含企業執行臨場服務每周1-2次)- 薪資：面談，掛照費+節金；請先寄送履歷：mason_chang@compal.com，張先生收詢問電話: 02-8797-8588 ex. 10868https://www.104.com.tw/job/7scgq?jobsource=cs_ac,T
1671111780,社群副管理員,討論/聊天性質 請往子群聊天區  謝謝  ? http://bit.ly/3XCLlwN,F
1671114480,Umed,誠徵 台中市/專任醫師/內科地點:清水區 五權博士診所徵 內科 家醫科 神經內科一週5-9診彈性高可談，每週有日休診。意者請洽：人事小姐連絡電話：0978-800-321,T
1671290520,振興人,誠徵 桃園市專任醫師地點:楊梅區徵 內科 家醫科 小兒科 復健科 心臟科一週4-9診彈性高可談，執照費+ 診費+獎金+PPF。意者請洽：謝醫師連絡電話：0933-380-772,T
1671241500,群主David1688,40萬起/台中麻醉/專任轉自  FBhttps://bit.ly/3HIlazi《徵才》說好的徵人啟事來囉～1、各位支持訢悅的好朋友們，訢悅公司成立即將滿一年了。因應本年度業務的快速成長，我們想藉此機會徵求一位工作夥伴。2、徵才條件：合格麻醉專科醫師、一個月至少休8天、薪資條件40萬元起跳，另外因為是新型態的麻醉醫師派遣，本團隊也能明白您對離開醫學中心等大型醫院的擔憂，所以合約內容至少會3年以上，5年以下。3、工作內容包括：兒童牙科鎮靜、醫美診所麻醉、醫院麻醉工作。工作時間因配合手術有可能延伸至夜間時段，但原則上不會到半夜，不需值夜班。4、如果有興趣應徵，請寄簡易履歷到本公司信箱  medstarjoy@gmail.com 並留下聯絡電話以及方便聯絡的時間，將有專人聯繫詳談細節。稀有職缺，錯過再等N年！??#訢悅麻醉團隊,T
1671385800,andre,誠徵?兼職醫師?台中市太平區樹孝路耳鼻喉診所，誠徵耳鼻喉科、兒科、家醫科、內科兼職醫師薪資保證優於一般行情。電話：0909601829蕭秘書(此手機要居護用，如無接聽，可先簡訊）,T
1671464340,社群群主David,謝謝前輩分享  順道宣導非職缺訊息  請移到聊天區子群分流， 讓本群版面乾淨 簡單  謝謝大家討論/聊天性質 請往子群聊天區  謝謝  ? http://bit.ly/3XCLlwN,F
1671442860,社群副管理員,新竹/專任/不限科(皮膚科)<新竹 皮膚專科診所>誠徵專任醫師無科別限制節次時段可談，少節次亦可皮膚疾病與美容醫學訓練請有意願的醫師與我們聯絡！電話0912971001 如無接，請簡訊(轉自 實名制 醫師群 by 吳醫師 ),T
1671445080,Ethan,誠徵醫師科別 : 誠徵家醫科、新陳代謝科，小兒科、一般科或內科專科醫師一位。地址 : 桃園市中壢區高?A17附近時間 : 每周6-9診薪資面議，含牌費+診費+PPF其他福利：醫師機構責任險及團體保險亦可先報備支援兼診，彼此磨合。詳情請洽 0916-746-259林醫師如上診未接電話，請先傳訊息，謝謝,T
1671447300,社群副管理員,討論/聊天性質 請往子群聊天區  謝謝  ? http://bit.ly/3XCLlwN(普先生 麻煩您 謝謝),F
1671457620,James,@社群副管理員 你好,F
1671459660,社群副管理員,您好 歡迎入群  有任何問題可以用 1688客服Line 私訊哦1688醫師職缺群私訊客服Line 如下https://lin.ee/GlaQY3H ,F
1671459960,社群副管理員,桃園、八德區/專任 兼任/小兒耳鼻喉家醫誠徵?醫師?桃園市耳鼻喉、家醫診所，誠徵耳鼻喉科、兒科、家醫科、內科及一般科醫師地區：桃園、八德區一周2-7節，交通方便，電話：0937005636張小姐（如無接聽，可先簡訊）轉自 實名制群 by 翁醫師,T
1671468840,群主David1688,台北大安/專任 兼任/醫美大安區忠孝敦化捷運口（環境舒適團隊活潑客源穩定）皆使用原廠產品耗材安全有保障並協助稅務長期專任合作、兼任可需報備支援需熟悉雷射操作、玻尿酸肉毒注射、音電波施打每周一三六時間13:30-19:30可調整待遇：診費+Ppf聯絡窗口: line:0913038885James,T
1671477360,Jeff,誠徵（醫師）台北市中山區松江南京站4號出口走路3分鐘可到1.可長期配合，需掛牌，掛牌費另計2. 內科尤佳（家醫科也可以）每週11節門診，週日休假薪資、PPF、可面議商量聯絡方式：1.0975-010-881鄒醫師,T
1671565560,Dr.Chen,誠徵醫師數名 板橋/土城/樹林診所聯合徵才誠徵全職醫師數名(內科/家醫科/小兒科不一定需要次專)1.工作彈性節次5-7節 / 週(隔週輪上假日班)需兩地支援為佳2.待優薪資另有PPF/需帶照非報備支援 平日5/假日6  牌照另計3.鄰近火車站/藍色捷運線/二高交流道 備免費平面停車位4.歡迎態度親切、耐心負責、溝通能力佳的醫師加入5.薪資面議依照資歷能力給薪請洽0-9-8-3-7-1-8-5-8-6,T
1671527220,社群3號管理員,雲林斗六/專任/耳鼻喉小兒家醫(12/20 持續徵求中 from 實名制 by 張醫師),T
1671528960,社群副管理員,台北景美/專任兼任/耳鼻喉科等(()誠徵專任/兼任報備醫師())耳專優先、其他科亦歡迎，無LMD經驗可 ，節次4-8節文山區景美女中商圈診所周邊環境優交通便利、病患量穩定素質高待遇好工作氣氛佳、排班休假彈性意者請洽0920752768林醫師(轉自實名制 by 林醫師),T
1671702180,社群副管理員,台北內湖/專任/耳鼻喉家醫內科小兒誠徵耳鼻喉，家醫，內科，小兒科醫師；地點：台北市內湖；專任醫師，每周6-8診，請洽0911026583/02-26596360(轉自實名制群 by 柯醫師 ),T
1671694020,社群副管理員,台北景美/專任/耳鼻家醫小兒內科急徵正職醫師：台北市文山區耳鼻喉科家醫科診所誠徵耳鼻喉科，家醫科，內兒科醫師診次一週6-7節，掛牌+診次費+PF，近景美女中0958941312 劉醫師若是看診中沒接到電話，可先傳訊息～～轉自 純醫師群,T
1671733440,社群副管理員,新北永和/代班誠徵支援醫師新北市永和區12/24（六）晚診12/25（日）早、午、晚12/26（一）午12/27（二）早、午有停車位聯絡電話：0916317099轉自實名制醫師群 by  謝醫師,T
1671820020,社群副管理員,台中北屯/專任兼任/耳鼻喉家醫小兒內科誠徵 掛牌專任醫師（可先兼任）台中市北屯區耳鼻喉科診所（近崇德文心捷運站）誠徵耳鼻喉科、家醫科、小兒科、或內科專科醫師一週6-8節(需輪夜診及假日診）薪水：牌照費+節數費+PPF多位醫師輪診，可兼顧家庭以及生活品質歡迎有興趣長期合作的醫師洽詢電洽蔡醫師0922-668696(請先簡訊聯絡)轉自實名制醫師群,T
1671816240,群主David1688,新竹北區雲林斗南/復健科專任醫師誠徵復健科醫師1.雲林縣斗南鎮 (南昌診所，服務醫師)2.新竹市北區 (大鵬診所，服務醫師)工作單純，休假彈性。待優，診數及薪資面議。長期有擴展合作診所機會。請洽管醫師 0935-018882轉自復健醫學會社群,T
1671816780,群主David1688,台南台中/專任/內科外科家醫科徵《復健科/內/外/家醫科/其他科》專科醫師，歡迎介紹：一、復健科，誠徵復健科醫師1.雲林縣斗南鎮 (南昌診所，服務醫師)2.新竹市北區 (大鵬診所，服務醫師)工作單純，休假彈性。待優，診數及薪資面議。長期有擴展合作診所機會。請洽管醫師 0935-018882二、內外家醫科，徵《內/外/家醫科/其他科》醫師，歡迎介紹：1.台南市東區裕東診所2.台中市大里區元里診所3.台中市南屯區家康診所待遇優（開業生態無成本壓力），工作單純，休假極有彈性看診節數及薪資面議未來可共同擴展合作新診所請洽周醫師 0936-091625(轉自 5000人群),T
1671921240,Jeff,誠徵（醫師）台北市中山區松江南京站4號出口走路3分鐘可到1.可長期配合，需掛牌，掛牌費另計2. 內科尤佳（家醫科也可以）每週11節門診，週日休假薪資、PPF、可面議商量聯絡方式：1.0975-010-881鄒醫師,T
1671868200,社群副管理員,台北大安/單次/麻醉支援請問有 麻醉科醫師 可以支援1/6 8:30 內視鏡前額拉皮+隆鼻 手術全身麻醉嗎？ 8-10小時by 實名制 沈膺聖醫師,T
1671880200,群主David1688,屏東多點/單次/疫苗?(其實公部門是可以找出名目，從3435 加到5000 的????????????)與原住民共度聖誕跨年佳節，  這職缺貼文要轉念一下，親近大自然的好機會。屏東醫師公會會務人員，轉自轉知衛生局詢問需要找支援醫師，請可以支援醫師填寫姓名於下方空格，謝謝。支援單位@施打地點泰武鄉衛生所@Singlit樂智社區服務據點12/23(五)上午0850-1200 (          )1位來義鄉衛生所@南和活動中心12/24(六)上午0850-1200(洪敏榮)1位來義鄉衛生所@望嘉活動中心12/24(六)下午1250-1600(         )1位鹽埔鄉衛生所@7-11永盛門市12/24(六)上午0850-1200(          )1位鹽埔鄉衛生所@洛陽村龍虎宮12/24(六)下午1250-1600(          )1位春日鄉衛生所@力里集會所12/26(一)上午0850-1200(         )1位春日鄉衛生所@春日集會所12/26(一)下午1250-1600(         )1位獅子鄉衛生所@丹路活動中心12/26(一)上午0850-1200(         )1位獅子鄉衛生所@內獅活動中心12/26(一)下午1250-1600(          )1位內埔鄉衛生所@和興村活動中心12/28(三)下午1250-1600( 李昭仁 )1位牡丹鄉衛生所@牡丹集會所12/26(一)上午0850-1200(          )1位牡丹鄉衛生所@石門集會所12/26(一)下午1250-1600(       　)1位林邊鄉衛生所@林邊火車站12/27(二)下午1250-1600( 蘇榮承）1位滿州鄉衛生所@滿州鄉公所對面12/29(一)上午0850-1200(         )1位滿州鄉衛生所@永靖羅峰寺12/29(一)下午1250-1600(         )1位竹田鄉衛生所@西勢村辦公處12/29(四)上午0850-1200( 李昭仁 )1位潮州鎮衛生所@尚青黃昏市場12/30(五)下午1250-1600( 李昭仁 )1位支援費用：3435元（施打人數超過100人支援費用5000元）,T
