utc_ts,user,content,is_recruitment,city_tags,dept_tags
1670914140,群主David1688,"新北汐止/專任、兼任或轉讓/內科小兒科等
徵［醫師］，之後也可承接

新北市汐止內兒科，已開業40年；病人穩定、業績好、慢箋很多

誠徵服務醫師，之後如果有意願，可以承接，老闆也打算退休

意者請洽0928-081-960楊醫師：若楊醫師看診中，也可找先生娘：0928-274-505

轉自5000人群 by 沈理事代貼",T,,
1670891400,群主David1688,"淡水/專任/腎臟科
徵洗腎診所負責醫師（需腎專掛牌）
地點：新北市淡水區
工作時間：週一至週六，10-15節（夜班可上可不上，週間可休）
待遇：面議（底薪+PPF)
聯絡電話：0929-182-001
王醫師

轉自5000群 by Jeremy

@Be happy everyday  打去問問，剛好有人招募中",T,,
1670952000,群主David1688,"彰化市/專任/耳鼻喉家醫內科小兒科
誠徵 「醫師」
彰化市耳鼻喉科診所（近74號中彰快速道路快官交流道，距市政路約10分鐘），誠徵耳鼻喉科、家醫科、內科、小兒科或其他科醫師
診費 + 牌費+PPF
待優，享勞健保，備停車位及休息室
意者請洽 陳醫師
零玖參壹玖玖玖伍捌 參

(轉自中彰群 by 陳醫師)",T,,
1671048900,群主David1688,"新竹市/專任/腎臟科
洗腎診所誠徵『腎臟專科醫師』洗腎室負責醫師

地點：新竹市
工作時間：週一至週六
待遇：面議（高底薪+PPF)
待遇優、全新裝潢、環境舒適、交通便利、福利佳、附車位

一週可到10節、薪資面議

聯絡人：林小姐
電話：0983472068

轉自 5000 群",T,,
1671016440,群主David1688,"南彰化/專任/耳鼻喉小兒家醫內科
誠徵【醫師】（南彰化）
1.可長期配合，需掛牌，掛牌費另計
2.耳鼻喉科、小兒科、家醫科、內科專科醫師
每週6-9節門診，節數可談，週末輪流
想排假出遊，都可互相調班
薪資、PPF、看診節數可面議商量

聯絡方式：
1.寄履歷至lazystone @gmail.com
2. 0-9-3-6-3-2-1-2-8-9張醫師

轉自5000 人群",T,,
1671023400,群主David1688,千年小提醒 社群內文內貼line ID 要用 符號隔開  或是數字改成國字   不然LINE系統會自行刪除,F,,
1671026100,群主David1688,"桃園楊梅/專任/多科系
南桃園誠徵專任醫師
科別 : 家醫科、新陳代謝科，小兒科、GI、心臟內科、一般科或內科專科醫師。
地址 : 桃園楊梅區
診次 : 每周6-9診
薪資面議

請來電0-9-1-8-1-2-0-0-9-1

(轉自桃園區)",T,,
1671036360,Wang zihao,"誠徵（醫師）台北市東區醫美診所

1.可長期配合 雷射機器熟悉 一般肉毒 玻尿酸療程有經驗
2. 薪資、PPF、可面議商量

聯絡方式：
1.0920-416-085
王先生",T,,
1671039120,佑（MM),"誠徵 純掛牌醫師 （急徵！）
台北東區醫美診所
無刀房 無手術
客源穩定 微整為主
牌費 7-8萬

聯絡方式
張小姐
0931-290053",T,,
1671126180,Chris,"招募：雙北地區企業臨場服務醫師- 職缺：正職，需職登本醫院；
- 醫師證書：1. 具備醫師專科證書（專科不限）；2. 臨場服務受訓合格證書；
- 服務範圍：雙北地區；
- 工作時間：正常工作日，上午10-12點，下午14-16點，時間靈活；
- 工作內容：協助企業執行臨場服務；
- 薪資：面談，掛照費+節金；
- 其他注意事項：
1. 需配合醫院排班，可協商；
2. 需有交通工具；
3. 需配合醫院關於臨場服務的規範和要求；
4. 在提前告知並被允許的情況下，可以兼職支援其他醫療機構；
5.無臨場服務經驗，亦可.
若有興趣，可電話聯繫徐小姐：02-2577-8660#263.",T,,
1671097980,輝哥,"宜蘭縣三星鄉診所，誠徵家醫科專兼任醫師。節次可談，待遇從優，團隊相處融洽。如有合夥意願，也可討論。
意者請洽 0983531631林先生（若忙碌中未接來電，請簡訊留言，謝謝）。
—————
宜蘭縣三星鄉家醫科診所出租，共4層樓，診所設備齊全，附設電梯、放射室、檢驗室及治療床等，無需再裝潢，可直接開業使用（適合作為聯合診所）。原址旁另有新蓋大樓出租，位於市區，共5層樓，附設電梯，需自行裝潢。該診所在地開業將近30年，有固定長期病患者，可承接既有客源，不用從零開始。原有藥師、護理工作人員可協助聯繫。意者請洽 0928211262 洪先生 可留訊回覆。",T,,
1671103920,陽光,"台北市內湖區陽光活力診所誠徵/全職/具臨場服務資格之家醫專科醫師- 正職，需職登本診所；
- 條件要求：1. 具備醫師家醫專科證書；2. 臨場服務受訓合格證書訓練；
-工作內容：每周可至6診次(含企業執行臨場服務每周1-2次)
- 薪資：面談，掛照費+節金；
請先寄送履歷：mason_chang@compal.com，張先生收
詢問電話: 02-8797-8588 ex. 10868
https://www.104.com.tw/job/7scgq?jobsource=cs_ac",T,,
1671111780,社群副管理員,討論/聊天性質 請往子群聊天區  謝謝  ➡ http://bit.ly/3XCLlwN,F,,
1671114480,Umed,"誠徵 台中市/專任醫師/內科
地點:清水區 五權博士診所
徵 內科 家醫科 神經內科

一週5-9診彈性高可談，每週有日休診。
意者請洽：人事小姐
連絡電話：0978-800-321",T,,
1671290520,振興人,"誠徵 桃園市專任醫師
地點:楊梅區
徵 內科 家醫科 小兒科 復健科 心臟科

一週4-9診彈性高可談，執照費+ 診費+獎金+PPF。
意者請洽：謝醫師
連絡電話：0933-380-772",T,,
1671241500,群主David1688,"40萬起/台中麻醉/專任
轉自  FB

https://bit.ly/3HIlazi

《徵才》

說好的徵人啟事來囉～

1、各位支持訢悅的好朋友們，訢悅公司成立即將滿一年了。因應本年度業務的快速成長，我們想藉此機會徵求一位工作夥伴。

2、徵才條件：合格麻醉專科醫師、一個月至少休8天、薪資條件40萬元起跳，另外因為是新型態的麻醉醫師派遣，本團隊也能明白您對離開醫學中心等大型醫院的擔憂，所以合約內容至少會3年以上，5年以下。

3、工作內容包括：兒童牙科鎮靜、醫美診所麻醉、醫院麻醉工作。工作時間因配合手術有可能延伸至夜間時段，但原則上不會到半夜，不需值夜班。

4、如果有興趣應徵，請寄簡易履歷到本公司信箱  medstarjoy@gmail.com 並留下聯絡電話以及方便聯絡的時間，將有專人聯繫詳談細節。

稀有職缺，錯過再等N年！🤣

#訢悅麻醉團隊",T,,
1671385800,andre,"誠徵［兼職醫師］台中市太平區樹孝路耳鼻喉診所，誠徵耳鼻喉科、兒科、家醫科、內科兼職醫師
薪資保證優於一般行情。
電話：0909601829蕭秘書(此手機要居護用，如無接聽，可先簡訊）",T,,
1671464340,社群群主David,"謝謝前輩分享  順道宣導非職缺訊息  請移到聊天區子群分流， 讓本群版面乾淨 簡單  謝謝大家
討論/聊天性質 請往子群聊天區  謝謝  ➡ http://bit.ly/3XCLlwN",F,,
1671442860,社群副管理員,"新竹/專任/不限科(皮膚科)
<新竹 皮膚專科診所>誠徵專任醫師
無科別限制
節次時段可談，少節次亦可
皮膚疾病與美容醫學訓練
請有意願的醫師與我們聯絡！
電話0912971001 如無接，請簡訊

(轉自 實名制 醫師群 by 吳醫師 )",T,,
1671445080,Ethan,"誠徵醫師科別 : 誠徵家醫科、新陳代謝科，小兒科、一般科或內科專科醫師一位。
地址 : 桃園市中壢區高鉄A17附近
時間 : 每周6-9診
薪資面議，含牌費+診費+PPF
其他福利：醫師機構責任險及團體保險
亦可先報備支援兼診，彼此磨合。
詳情請洽 0916-746-259林醫師
如上診未接電話，請先傳訊息，謝謝",T,,
1671447300,社群副管理員,"討論/聊天性質 請往子群聊天區  謝謝  ➡ http://bit.ly/3XCLlwN
(普先生 麻煩您 謝謝)",F,,
1671457620,James,@社群副管理員 你好,F,,
1671459660,社群副管理員,"您好 歡迎入群  有任何問題可以用 1688客服Line 私訊哦
1688醫師職缺群
私訊客服Line 如下

https://lin.ee/GlaQY3H",F,,
1671459960,社群副管理員,"桃園、八德區/專任 兼任/小兒耳鼻喉家醫
誠徵［醫師］
桃園市耳鼻喉、家醫診所，誠徵耳鼻喉科、兒科、家醫科、內科及一般科醫師
地區：桃園、八德區
一周2-7節，交通方便，
電話：0937005636張小姐（如無接聽，可先簡訊）

轉自 實名制群 by 翁醫師",T,,
1671468840,群主David1688,"台北大安/專任 兼任/醫美
大安區忠孝敦化捷運口（環境舒適團隊活潑客源穩定）
皆使用原廠產品耗材安全有保障並協助稅務

長期專任合作、兼任可需報備支援

需熟悉雷射操作、玻尿酸肉毒注射、音電波施打

每周一三六
時間13:30-19:30可調整
待遇：診費+Ppf

聯絡窗口: line:0913038885
James",T,,
1671477360,Jeff,"誠徵（醫師）台北市中山區
松江南京站4號出口
走路3分鐘可到

1.可長期配合，需掛牌，掛牌費另計
2. 內科尤佳（家醫科也可以）
每週11節門診，週日休假
薪資、PPF、可面議商量

聯絡方式：
1.0975-010-881
鄒醫師",T,,
1671565560,Dr.Chen,"誠徵醫師數名 板橋/土城/樹林診所聯合徵才誠徵全職醫師數名(內科/家醫科/小兒科不一定需要次專)
1.工作彈性節次5-7節 / 週(隔週輪上假日班)需兩地支援為佳
2.待優薪資另有PPF/需帶照非報備支援 平日5/假日6  牌照另計
3.鄰近火車站/藍色捷運線/二高交流道 備免費平面停車位
4.歡迎態度親切、耐心負責、溝通能力佳的醫師加入
5.薪資面議依照資歷能力給薪
請洽0-9-8-3-7-1-8-5-8-6",T,,
1671527220,社群3號管理員,"雲林斗六/專任/耳鼻喉小兒家醫
(12/20 持續徵求中 from 實名制 by 張醫師)",T,,
1671528960,社群副管理員,"台北景美/專任兼任/耳鼻喉科等
(()誠徵專任/兼任報備醫師())

耳專優先、其他科亦歡迎，無LMD經驗可 ，節次4-8節

文山區景美女中商圈
診所周邊環境優交通便利、病患量穩定素質高
待遇好工作氣氛佳、排班休假彈性
意者請洽0920752768林醫師

(轉自實名制 by 林醫師)",T,,
1671702180,社群副管理員,"台北內湖/專任/耳鼻喉家醫內科小兒
誠徵耳鼻喉，家醫，內科，小兒科醫師；地點：台北市內湖；專任醫師，每周6-8診，請洽0911026583/02-26596360
(轉自實名制群 by 柯醫師 )",T,,
1671694020,社群副管理員,"台北景美/專任/耳鼻家醫小兒內科
急徵正職醫師：
台北市文山區
耳鼻喉科家醫科診所
誠徵耳鼻喉科，家醫科，內兒科醫師
診次一週6-7節，掛牌+診次費+PF，近景美女中
0958941312 劉醫師
若是看診中沒接到電話，可先傳訊息～～

轉自 純醫師群",T,,
1671733440,社群副管理員,"新北永和/代班
誠徵支援醫師
新北市永和區
12/24（六）晚診
12/25（日）早、午、晚
12/26（一）午
12/27（二）早、午

有停車位
聯絡電話：0916317099

轉自實名制醫師群 by  謝醫師",T,,
1671820020,社群副管理員,"台中北屯/專任兼任/耳鼻喉家醫小兒內科
誠徵 掛牌專任醫師（可先兼任）
台中市北屯區耳鼻喉科診所（近崇德文心捷運站）
誠徵耳鼻喉科、家醫科、小兒科、或內科專科醫師
一週6-8節(需輪夜診及假日診）
薪水：牌照費+節數費+PPF
多位醫師輪診，可兼顧家庭以及生活品質
歡迎有興趣長期合作的醫師洽詢
電洽蔡醫師0922-668696(請先簡訊聯絡)

轉自實名制醫師群",T,,
1671816240,群主David1688,"新竹北區雲林斗南/復健科專任醫師
誠徵復健科醫師
1.雲林縣斗南鎮 (南昌診所，服務醫師)
2.新竹市北區 (大鵬診所，服務醫師)
工作單純，休假彈性。待優，診數及薪資面議。
長期有擴展合作診所機會。
請洽管醫師 0935-018882

轉自復健醫學會社群",T,,
1671816780,群主David1688,"台南台中/專任/內科外科家醫科

徵《復健科/內/外/家醫科/其他科》專科醫師，歡迎介紹：

一、復健科，誠徵復健科醫師
1.雲林縣斗南鎮 (南昌診所，服務醫師)
2.新竹市北區 (大鵬診所，服務醫師)
工作單純，休假彈性。待優，診數及薪資面議。
長期有擴展合作診所機會。
請洽管醫師 0935-018882

二、內外家醫科，徵《內/外/家醫科/其他科》醫師，歡迎介紹：
1.台南市東區裕東診所
2.台中市大里區元里診所
3.台中市南屯區家康診所
待遇優（開業生態無成本壓力），工作單純，休假極有彈性
看診節數及薪資面議
未來可共同擴展合作新診所
請洽周醫師 0936-091625

(轉自 5000人群)",T,,
1671921240,Jeff,"誠徵（醫師）台北市中山區
松江南京站4號出口
走路3分鐘可到

1.可長期配合，需掛牌，掛牌費另計
2. 內科尤佳（家醫科也可以）
每週11節門診，週日休假
薪資、PPF、可面議商量

聯絡方式：
1.0975-010-881
鄒醫師",T,,
1671868200,社群副管理員,"台北大安/單次/麻醉支援
請問有 麻醉科醫師 可以支援1/6 8:30 內視鏡前額拉皮+隆鼻 手術全身麻醉嗎？ 8-10小時

by 實名制 沈膺聖醫師",T,,
1671880200,群主David1688,"屏東多點/單次/疫苗?
(其實公部門是可以找出名目，從3435 加到5000 的🤭🤔👈👈👈👈)

與原住民共度聖誕跨年佳節，  這職缺貼文要轉念一下，親近大自然的好機會。


屏東醫師公會會務人員，轉自
轉知衛生局詢問需要找支援醫師，
請可以支援醫師填寫姓名於下方空格，謝謝。

支援單位@施打地點

泰武鄉衛生所@Singlit樂智社區服務據點
12/23(五)上午0850-1200 (          )1位

來義鄉衛生所@南和活動中心
12/24(六)上午0850-1200(洪敏榮)1位

來義鄉衛生所@望嘉活動中心
12/24(六)下午1250-1600(         )1位

鹽埔鄉衛生所@7-11永盛門市
12/24(六)上午0850-1200(          )1位

鹽埔鄉衛生所@洛陽村龍虎宮
12/24(六)下午1250-1600(          )1位

春日鄉衛生所@力里集會所
12/26(一)上午0850-1200(         )1位

春日鄉衛生所@春日集會所
12/26(一)下午1250-1600(         )1位

獅子鄉衛生所@丹路活動中心
12/26(一)上午0850-1200(         )1位

獅子鄉衛生所@內獅活動中心
12/26(一)下午1250-1600(          )1位

內埔鄉衛生所@和興村活動中心
12/28(三)下午1250-1600( 李昭仁 )1位

牡丹鄉衛生所@牡丹集會所
12/26(一)上午0850-1200(          )1位

牡丹鄉衛生所@石門集會所
12/26(一)下午1250-1600(       　)1位

林邊鄉衛生所@林邊火車站
12/27(二)下午1250-1600( 蘇榮承）1位

滿州鄉衛生所@滿州鄉公所對面
12/29(一)上午0850-1200(         )1位

滿州鄉衛生所@永靖羅峰寺
12/29(一)下午1250-1600(         )1位

竹田鄉衛生所@西勢村辦公處
12/29(四)上午0850-1200( 李昭仁 )1位

潮州鎮衛生所@尚青黃昏市場
12/30(五)下午1250-1600( 李昭仁 )1位

支援費用：3435元（施打人數超過100人支援費用5000元）",T,,
1671882000,群主David1688,"屏東恆春/短期多次/小兒急診
醫師平安，
恆春偏遠地區基督教醫院， 「小兒科急診」 於過年期間， “急需小兒科或急診科醫師”幫忙值班，讓偏遠服務不中斷， 敬請協助我們。感恩！
兒科需求的日期如下：

1/4   周三17:30至翌日08:00
1/11 周三17:30至翌日08:00
1/18 周三17:30至翌日08:00
1/21 除夕19:00至翌日07:00
1/22 初一19:00至翌日07:00
1/24 初三19:00至翌日07:00

有關值班費等其他資訊，敬請聯絡：
08-8892293 #834 秘書陳小姐

(轉自 小900群)",T,,
1671882960,高雄診所麻醫,台北麻醉支援可以先問問麻醉合作社看看,F,,
1671883140,社群3號管理員,"求問 前輩 有無麻醉合作社連結？ 我們轉給沈醫師
謝謝您的分享 與回饋 感恩
",F,,
1671840480,社群副管理員,"南彰化/專任/耳鼻喉小兒家醫內科
誠徵【醫師】（南彰化）
1.可長期配合，需掛牌，掛牌費另計
2.耳鼻喉科、小兒科、家醫科、內科專科醫師
每週6-9節門診，節數可談，週末輪流
想排假出遊，都可互相調班
薪資、PPF、看診節數可面議商量

聯絡方式：
1.寄履歷至lazystone @gmail.com
2. 0-9-3-6-3-2-1-2-8-9張醫師

(持續徵求中 轉自實名制 by 張醫師)",T,,
1671841980,高雄診所麻醫,https://www.anescoop.com/,F,,
1671842520,HenryCK,請問高雄市醫師公會成員能參與嗎？,F,,
1671842760,群主David1688,"上班時間 請直接問問 屏東縣衛生局 (窗口是 醫政科？還是什麼科？ 或是 問問醫師公會問一下 衛生局窗口是那位承辦人)
直覺是可以報備支援？

感覺是年底 在消耗預算？ 還是衝 施打率？ 
",F,,
1671975240,HenryCK,"[貼圖]
",F,,
1672003080,社群副管理員,"高雄市/專任/內分泌科
‪高雄市中心內科診所 高薪禮聘內分泌專科醫師‬
‪目前有穩定病患 看診時段彈性 夜診少 高保障底薪 團隊融洽 極少感冒患者‬
‪適合醫師屬性：個性溫和好相處 對高齡病患有興趣‬
‪工作環境舒適優雅 交通便利‬
‪適合想兼顧家庭與工作的優質醫師 ‬

鄭小姐 0912056157

(轉自實名制群 by 劉醫師 )",T,,
1672089720,社群副管理員,"台中南屯/假日兼任/小兒家醫耳鼻喉內科
(假日衝一波 單身發大財
假日不想人擠人 這個好)

誠徵 兼任醫師
台中市南屯區診所
誠徵兒科、家醫科、耳鼻喉科、內科專科醫師
週日早診or午診or夜診(C3取1或2或3皆可)
薪水:節數費(優)+PPF
休假:農曆春節固定休除夕到初四共5天
歡迎有興趣長期合作的醫師洽詢。
歡迎親洽邢醫師0975-327365(可先簡訊，看診時不方便接手機)

轉自實名制群 by 邢醫師",T,,
1672066260,Jeff,"誠徵（醫師）台北市中山區
松江南京站4號出口
走路3分鐘可到

1.可長期配合，需掛牌，掛牌費另計
2. 內科尤佳（家醫科也可以）
每週11節門診，週日休假
薪資、PPF、可面議商量

聯絡方式：
1.0975-010-881
鄒醫師",T,,
1672067460,Ethan,"誠徵醫師科別 : 誠徵家醫科、新陳代謝科，小兒科、一般科或內科專科醫師一位。
地址 : 桃園市中壢區高鉄A17附近
時間 : 每周6-9診
薪資面議，含牌費+診費+PPF
其他福利：醫師機構責任險及團體保險
亦可先報備支援兼診，彼此磨合。
詳情請洽 0916-746-259林醫師
如上診未接電話，請先傳訊息，謝謝",T,,
1672162620,Jou,"《誠徵婦產科醫師》高雄市鳳山區婦產科診所誠徵夥伴
1. 地點：鳳山區五甲二路
2. 一週3-8診（可議），一診2.5～3小時
3. 診費+ppf
4.有車庫可停車

我們診所是單純做婦科跟16周以前的產檢，沒有開刀。如果有醫美經驗的話，我們也有醫美雷射機器跟肉毒，電音波也可以打
意者請洽 王醫師
0981678554。 如上診時間未接電話請簡訊通知，謝謝！",T,,
1672125840,社群副管理員,"新北永和/專任/耳鼻喉科
誠徵「醫師」耳鼻喉科醫師
地點：新北市永和區耳鼻喉科診所
已有2位正職醫師，誠徵第三位掛牌醫師，每週約6-8診，牌費+診費+ppf，臨近公車站牌，離捷運站亦5-10分鐘步程，環境單純好相處，容易請假互相支援，意者請洽 0911115792 陳小姐 或 ID: k-r-p-b-9-5(去掉-)

轉自實名制群 by 林醫師",T,,
1672132740,群主David1688,"台北大直/專任/耳鼻喉科
誠徵耳鼻喉科專科醫師
診所地點：台北市大直耳鼻喉科小兒科診所
每周約6-7診，薪資高於業界平均，交通方便，診所在公車站牌，離捷運站步行約5到10分鐘，歡迎來電洽詢
0911901666 莊醫師

轉自 5000人群 by 莊醫師",T,,
1672133640,Tini,"桃園市龍潭區/專任/耳鼻喉科
誠徵耳鼻喉科專科醫師
診所地點：桃園市龍潭區耳鼻喉科專科診所
每周約7-8診，可談！業務單純。享開業的收入，沒有開業的煩惱。薪資計算標準絕對高於業界。距龍潭交流道3分鐘。歡迎來電洽詢
0918493273齊先生。",T,,
1672133820,Lin,"誠徵醫師科別 : 誠徵家醫科、新陳代謝科，一般科或內科專科醫師代班1/2.1/16.1/30早診
地址 : 桃園市中壢區
時間 : 8:30-12:00
薪資現領
先報備支援兼診
詳情請洽 0916-865-255林小姐",T,,
1672137540,群主David1688,"請問診所用的HIS資訊系統是那一套， 如果能備註
代班醫師更容易上手

順便廣知群友群醫， 如果性質是 短期 代班， 請盡量加註， 方便醫師們搜尋 。
謝謝大家
",F,,
1672228260,小貓醫師,"需求：職業醫學科專科醫師 臨場服務1名
地點：台中霧峰
服務次數：1 年 3次，每次3小時，
薪資：可議
聯絡方式: 余小姐 0906-805-191
註：需職安署報備",T,,
1672215540,社群副管理員,"台中北區/專任/小兒家醫
✅誠徵「專任醫師」
台中市北區診所誠徵
兒科或家醫專科醫師

每週6-8節（需夜診及週日診），團隊相處融洽。診所業績穩定，待優，用心深耕富潛力，歡迎有興趣長期合作的醫師！

請洽 李醫師 0934-130355

轉自實名制群 by 李醫師",T,,
1672216440,Lin,"早安-～誠徵醫師科別 : 誠徵家醫科、新陳代謝科，一般科或內科專科醫師代班1/2早診
地址 : 桃園市中壢區
時間 : 8:30-12:00
薪資現領
先報備支援兼診
詳情請洽 0916-865-255林小姐",T,,
1672221300,群主David1688,"新竹/專任/復健
新竹某復健科診所徵負責醫師
1、無基層經驗可。
2、單純看診。不負管理責任。另有管理團隊負責。
3、高保障底薪。另有看診人次提成津貼，自費治療PPF，高年終獎金。
4、週六早診，週日固定休診。
5、可在醫院兼診。
6、產假或請假可停診。
7、前一院所離職違約金診所負擔。
意者請洽：鍾督導0982-128-744  或                                    E-mail:nbkljklk@gmail.com

(轉自 復健醫學會 by 陳醫師代轉貼)",T,,
1672224360,群主David1688,"台北大安/專任兼任/家醫內分泌ENT
(歡迎雇主自貼 醫師自薦
本職缺轉自  5000人群)

誠徵 專/兼任
家醫科、ENT、內分泌醫師
近捷運信義安和站，交通便利
薪資及節數面議
具糖尿病共照網、勞工健檢資格者尤佳
詳情請洽 0980032238 張小姐",T,,
1672188060,Lin,"好的我重發
",F,,
1672188120,Lin,"誠徵醫師科別 : 誠徵家醫科、新陳代謝科，一般科或內科專科醫師代班1/2早診
地址 : 桃園市中壢區
時間 : 8:30-12:00
薪資現領
使用展望系統
先報備支援兼診
詳情請洽 0916-865-255林小姐",T,,
1672244580,社群副管理員,"30up/桃園中壢/專任/家醫內科
誠徵  專任醫師（需掛牌）

桃園中壢區診所
誠徵家醫科、內科專科醫師

一週8-10節
薪資優30萬up沒問題
薪水:節數費7000~7500 +PPF
看診品質佳，每節時間2.33~3.5 hr,中間有休息，兼顧拼經濟，家庭以及生活品質。
歡迎親洽李醫師 0952-166941( 或可先加line ID：同手機， 記得傳個圖提醒避免遺漏喔！)
歡迎台北新北市醫師跨區任職可協助解決住宿問題！


轉自 實名制群 by 李醫師",T,,
1672250460,群主David1688,"宜蘭三星/專任掛牌/不分科
(求職路上 多細心 多溝通 多跟學長同學聊聊討論)

代po
誠徵掛牌負責醫師，不限科別
1、地點：宜蘭縣三星鄉
2、具中華民國醫師執照，可掛牌當診所負責醫師
3、週一至週六自選時段看診
4、一週只需要看一診
5、不需負管理責任

其他待遇詳情可面議

意者請洽：0975536781 施先生

轉自 5000群",T,,
1672343580,群主David1688,"新竹/專任兼任/骨科復健神經內科
(轉自 ptt by spotjelly)

誠徵骨科、復健科、神經內外科醫師
正職、兼職皆可

目前有3間診所

新竹縣竹東鎮長春聯合診所(長春路2段89號)
新竹市松青診所(長春街58號)
新竹縣新埔鎮頂竹骨科診所(田新六街56號)

享保障薪及PPF 歡迎面談

意者請聯繫陳醫師0921430288
市話03-5772636
（請勿寄站內信）",T,,
1672297020,群主David1688,"桃園中壢/專任兼任?/復健科
誠徵 復健科醫師
地點桃園市中壢區
(後火車站醫院？🤔)
薪資及節數面議
詳情請洽 0973339643張主任

(轉自 5000 群)",T,,
1672334100,Jim kao,"板橋維力骨科診所誠徵專任骨科, 復健科, 神內, 風免專科醫師我們的特色是:
1、深耕在地社群,在乎醫病關係長長久久,健保或自費治療病患選擇
2、團隊融洽, 醫護藥PT互相照應
3、努力經營線上品牌, 致力於Online-to-Offline的轉換
4、多方嘗試新的治療方式, 新的異業結合, 新的領域突破 (三高內科疾病)
我們的優勢
1、領先的薪資, 牌照費 + 保障診費 +PPF抽成+ 優勢稅賦, 目前需求為每週6-8節, 之後有展店規劃
2、週六晚診與週日，固定休息
3、交通方便, 搭捷運即可上班, 診次彈性好安排
4、設備齊全, 包括骨震波、GE超音波、X光等
5、空間完善, 設有徒手運動治療室, 簡易手術房及C-arm, 可執行局麻手術, 脊椎nerve block及其他更高階治療
6、歡迎醫院兼診, 我們提倡給病患一條龍的照護
7、無行政事務，專心醫療
適合我們的夥伴:
1、可以是希望跟病患有良好互動, 慢慢診療, 不求推銷自費治療
2、也可以是希望能在疼痛治療領域突破, 我們會有職前教學, 教導基本超音波診斷及導引注射技巧
3、或是希望藉由網路力量, 擴大自己的優勢, 拍影片寫文章我們都能幫你規畫安排
4、歡迎專科醫師新鮮人加入
聯 絡 人：高醫師
聯絡電話：02-22505550
mail : weiliorthoclinic@gmai.com
網站 : https://www.weili-clinic.com/
地　　址： 新北市板橋區文化路二段19號, 新埔站5號出口",T,,
1672345140,群主David1688,"台中市西區/兼任/家醫小兒內專
誠徵長期兼任醫師

科別 : 誠徵家醫科、小兒科或內科專科醫師一位
地址 : 台中教育大學對面
時間 : 每週二四2節夜診（或加週六下午）共2～3診
（班表亦可配合您調整）

薪資面議，含診費+PPF
需報備支援
詳情請洽 0954087827簡醫師

(持續徵求中 轉自5000群 )",T,,
1672346520,Jeff,"誠徵（醫師）台北市中山區
松江南京站4號出口
走路3分鐘可到

1.可長期配合，需掛牌，掛牌費另計
2. 內科尤佳（家醫科也可以）
每週11節門診，週日休假
薪資、PPF、可面議商量

聯絡方式：
1.0975-010-881
鄒醫師",T,,
1672438080,群主David1688,"台中北屯/專任掛牌/耳鼻喉家醫小兒內科
誠徵 掛牌專任醫師
台中市北屯區耳鼻喉科診所（近崇德文心捷運站）
誠徵耳鼻喉科、家醫科、小兒科、或內科專科醫師
一週6-9節 (需輪夜診及假日診)
薪水：牌照費+節數費+PPF
診所設備齊全，並有門診手術室
多位醫師輪診，可兼顧家庭以及生活品質
歡迎有興趣長期合作的醫師洽詢
電洽蔡醫師0922-668696 (可先簡訊聯絡)

(持續徵求中  專任掛牌 轉自5000群 by 蔡醫師)",T,,
1672408800,群主David1688,"👉鼓勵明碼標價👈，有具體數字的都會盡量設為公告 顯目位置+重要貼文

下面這個麻醉科兼任日薪15000  算是市場行情？還是低於？高於？👉  討論職缺待遇及聊天，請移到子社群

👉維持本群版面乾淨👈

您已被邀請加入「醫聊無上限醫起聊~醫師Lounge/教育學分/職缺討論/醫藥材團購、轉讓 1688 DocJob」！請點選以下連結加入社群！

https://line.me/ti/g2/afOBW9YvGhmiRf1Fx5_0oK7au3tH3bZ2DBpoAg?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",F,,
1672408800,群主David1688,[照片],F,,
1672419780,群主David1688,"屏東泰武/短期/不分科
(空氣好 小米酒好
一起跨年發大財)

泰武鄉衛生所徵求大年初二與初三支援門診的醫師

時段：
112年1/23早上8:30-11:30
下午14:00-17:00
晚上18:00-21:00
大夜21:00-8:00
112年1/24早上8:30-11:30
下午14:00-17:00
晚上18:00-21:00
大夜21:00-8:00

上班地點：泰武鄉衛生所
內容：一般門診
詳細內容請洽泰武鄉衛生所曹小姐08-7832059

轉自屏東縣醫師公會",T,,
1672429020,群主David1688,"台北市/專任/企業臨場服務
誠徵企業臨場服務醫師
(兼部門營運主管)

台北市某醫院誠徵臨場服務醫師(兼部門主管，帶領廠護， 另有業務部門開發案源)，

需掛牌，需具有臨場服務28+22小時完訓臨場服務資格。

有創業企圖心尤佳，可商議底薪+獎金分潤細節。

相關細節，
請私訊 ID gracefu一六八

以上職缺由雇主委託1688無佣代貼，如果委託，1688客服line@在社群記事本。",T,,
1672435500,群主David1688,[照片],F,,
1672435500,群主David1688,"👉鼓勵明碼標價👈板橋新埔/專任/家醫內科小兒

(但是誰給了他勇氣？能夠寫成保證底薪，PPF加上去更高嗎？)

討論薪資 聊天 請往子群
http://bit.ly/3XCLlwN",F,,
1672439340,群主David1688,"桃園/專任兼任/內科兒科家醫耳鼻喉科一般科
誠徵專任或兼任醫師
桃園區
內科兒科家醫ㄧ般科、耳鼻喉科，無經驗可培訓。高牌照費高底薪加抽成、工作輕鬆收入保障、多位醫師排班 出國方便 PPF 、停車位0906858006或0933106946 或留言(有時上班無法接聽）
Email:chengchuan381@gmail.com

(轉自 5000 群  這家滿常貼的 🤔🤔🤔)",T,,
